statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Newt Gingrich,"July 6, 2014","Says Hillary Clinton's health care plan from the 1990s ""had a broader provision in favor of corporate right to back out"" of providing contraceptive coverage than the one created by the Hobby Lobby Supreme Court decision.",false,"interview on ABC's ""This Week""",Abortion; Congress; Corporations; Health Care; Religion; Sexuality; Supreme Court; PunditFact,Lauren Carroll,"July 8, 2014",https://www.politifact.com/factchecks/2014/jul/08/newt-gingrich/gingrich-hillary-clintons-health-plan-had-broad-re/
Hillary Clinton,"June 30, 2014","""A salesclerk at Hobby Lobby who needs contraception … is not going to get that service through her employer’s health care plan because her employer doesn’t think she should be using contraception.""",mostly-false,interview at the Aspen Ideas Festival,Abortion; National; Health Care; Legal Issues; Women,Louis Jacobson,"July 3, 2014",https://www.politifact.com/factchecks/2014/jul/03/hillary-clinton/hillary-clinton-says-hobby-lobby-salesclerk-not-go/
Ruth Bader Ginsburg,"June 30, 2014","""Women of childbearing age spend 68 percent more in out-of-pocket health care costs than men.""",mostly-true,dissenting opinion,National; Health Care; Women,Louis Jacobson,"July 2, 2014",https://www.politifact.com/factchecks/2014/jul/02/ruth-bader-ginsburg/ruth-bader-ginsburg-dissent-says-women-pay-68-perc/
Sally Kohn,"June 30, 2014","""Hobby Lobby provided this (birth control) coverage before they decided to drop it to file suit.""",mostly-true,segment on CNN,Health Care; Supreme Court; PunditFact,Katie Sanders,"July 1, 2014",https://www.politifact.com/factchecks/2014/jul/01/sally-kohn/did-hobby-lobby-once-provide-birth-control-coverag/
Debbie Wasserman Schultz,"June 30, 2014","""Nearly 60 percent of women who use birth control do so for more than just family planning.""",mostly-true,statement to the media,Health Care; Supreme Court; Women; Florida,Amy Sherman,"June 30, 2014",https://www.politifact.com/factchecks/2014/jun/30/debbie-wasserman-schultz/after-supreme-court-hobby-lobby-decision-wasserman/
Dave Marsden,"June 14, 2014","After Massachusetts passed a mandatory health insurance law ""their mortality rate went down...it saved lives.""",mostly-true,radio interview.,Health Care; Medicaid; Virginia,Sean Gorman,"June 27, 2014",https://www.politifact.com/factchecks/2014/jun/27/dave-marsden/marsden-says-massachusetts-health-reforms-lowered-/
Washington Examiner,"June 9, 2014",U.S. Senate candidate Michelle Nunn has avoided taking a stand on Obamacare.,half-true,opinion piece,Georgia; Health Care,Nancy Badertscher,"June 27, 2014",https://www.politifact.com/factchecks/2014/jun/27/washington-examiner/nunn-cautious-not-mum-obamacare/
Republican Governors Association,"May 29, 2014",Jason Carter supports using Georgia tax dollars to promote Obamacare,mostly-false,a television ad,Georgia; Health Care,April Hunt,"June 11, 2014",https://www.politifact.com/factchecks/2014/jun/11/republican-governors-association/gop-misfires-carter-claim/
Hillary Clinton,"June 10, 2014","""By the time I left"" the State Department, ""economic growth was up and opium production was down"" in Afghanistan, while ""infant mortality declined"" and school enrollment rose by more than sevenfold.",mostly-true,"her book, ""Hard Choices""",National; Drugs; Economy; Education; Health Care; Foreign Policy; Public Health; Women,Louis Jacobson,"June 10, 2014",https://www.politifact.com/factchecks/2014/jun/10/hillary-clinton/new-book-hillary-clinton-touts-quality-life-advanc/
Allan Fung,"June 2, 2014","Ken ""Block supports Obamacare.""",pants-fire,TV commercial,Rhode Island; Economy; Health Care; Message Machine 2014,C. Eugene Emery Jr.,"June 8, 2014",https://www.politifact.com/factchecks/2014/jun/08/allan-fung/gubernatorial-candidate-allan-fung-says-his-republ/
David Scott,"May 27, 2014","""We’ve got an average of 5,600 soldiers committing suicide. That’s about 20 a day.""",half-true,WABE,Georgia; Health Care; Veterans,April Hunt,"June 6, 2014",https://www.politifact.com/factchecks/2014/jun/06/david-scott/not-all-veteran-suicides-can-be-tied-va-care/
Paul Ryan,"May 5, 2014","Medicare is ""going broke. The trust fund goes bankrupt in 2026.""",mostly-false,remarks at a forum,Federal Budget; Health Care; Medicare; Retirement; Taxes; Wisconsin,Tom Kertscher,"June 5, 2014",https://www.politifact.com/factchecks/2014/jun/05/paul-ryan/paul-ryan-says-medicare-going-bankrupt/
Dave Brat,"May 9, 2014","Eric Cantor ""voted to fully fund Obamacare in October.""",mostly-false,radio ad.,Health Care; Voting Record; Virginia,Sean Gorman,"June 2, 2014",https://www.politifact.com/factchecks/2014/jun/02/dave-brat/dave-brat-says-eric-cantor-voted-fully-fund-obamac/
Texas Right to Life,"May 14, 2014","In Texas, ""a faceless hospital panel can deny life-sustaining care, giving you only 10 days to find another facility for your mother, dad, or young child, even if the patient is conscious.""",half-true,video ad,Corrections and Updates; Health Care; Legal Issues; Texas,W. Gardner Selby,"May 30, 2014",https://www.politifact.com/factchecks/2014/may/30/texas-right-life/texas-law-gives-hospital-panels-sway-over-cutting-/
Jeff Merkley,"May 28, 2014","""400,000 Oregonians have gained access to health care"" through the Affordable Care Act.",half-true,interview,Oregon; Health Care,Dana Tims,"May 30, 2014",https://www.politifact.com/factchecks/2014/may/30/jeff-merkley/did-400000-oregonians-gain-access-health-care-unde/
Don't Let Florida Go To Pot,"May 20, 2014","""Less than 5 percent of registered users in states allowing medical marijuana have cancer or AIDS.""",mostly-true,group's website,Health Care; Florida; Marijuana,Joshua Gillin,"May 29, 2014",https://www.politifact.com/factchecks/2014/may/29/dont-let-florida-go-pot/less-5-percent-registered-users-states-allowing-me/
Charlie Crist,"May 23, 2014","41,200 veterans in Florida ""don’t have health care because Scott didn’t expand Medicaid.""",half-true,tweet,Health Care; Medicaid; Veterans; Florida,Amy Sherman,"May 28, 2014",https://www.politifact.com/factchecks/2014/may/28/charlie-crist/charlie-crist-says-veterans-lack-health-care-due-r/
Monica Wehby,"May 21, 2014","""Jeff Merkley was the deciding vote on Obamacare, which in Oregon has been an unmitigated disaster.""",false,campaign news release,Oregon; Health Care,Dana Tims,"May 23, 2014",https://www.politifact.com/factchecks/2014/may/23/monica-wehby/was-jeff-merkley-deciding-vote-obamacare/
Democratic Party of Virginia,"March 26, 2014","In 2007, Ed Gillespie ""was paid $300,000 to be the frontman for a coalition that made the individual mandate the centerpiece of its health reform plan.""",mostly-false,news release.,Health Care; Message Machine 2014; Virginia,Sean Gorman,"May 23, 2014",https://www.politifact.com/factchecks/2014/may/23/democratic-party-virginia/virginia-democrats-say-gillespie-was-paid-300000-l/
Don't Let Florida Go To Pot,"May 20, 2014","A proposed amendment ""allows a teenager to get a recommendation for medical marijuana without the consent of a parent.""",half-true,group's website,Health Care; Florida; Marijuana,Joshua Gillin,"May 22, 2014",https://www.politifact.com/factchecks/2014/may/22/dont-let-florida-go-pot/medical-marijuana-amendment-allows-teenager-get-re/
Kimberly Guilfoyle,"May 21, 2014","Obamacare is ""one big fat VA system.""",pants-fire,"broadcast of ""The Five"" on Fox News",Health Care; Veterans; PunditFact,Jon Greenberg,"May 22, 2014",https://www.politifact.com/factchecks/2014/may/22/kimberly-guilfoyle/guilfoyle-obamacare-one-big-fat-va/
Katrina vanden Heuvel,"May 18, 2014","""Congress has cut funding, has slashed funding, for veterans' benefits over these last years.""",false,"discussion on CBS' ""Face the Nation""",Federal Budget; Health Care; Veterans; PunditFact,Louis Jacobson,"May 21, 2014",https://www.politifact.com/factchecks/2014/may/21/katrina-vanden-heuvel/katrina-vanden-heuvel-says-congress-has-slashed-fu/
Bobby Jindal,"May 13, 2014",Says Hillary Clinton opposed an individual mandate and favored an employer mandate back in 1993.,mostly-true,op-ed for Politico Magazine,National; Health Care; Public Health,Steve Contorno,"May 21, 2014",https://www.politifact.com/factchecks/2014/may/21/bobby-jindal/was-hillary-clinton-against-individual-mandate-dur/
Hillary Clinton,"May 16, 2014","""Canadian middle class incomes are now higher than in the United States. They are working fewer hours for more pay, … living longer on average, and facing less income inequality.""",mostly-true,speech at the New America Foundation,National; Health Care; Income; Labor,Louis Jacobson,"May 20, 2014",https://www.politifact.com/factchecks/2014/may/20/hillary-clinton/hillary-clinton-says-united-states-falling-behind-/
Russ Fulcher,"May 14, 2014","""Idaho was the only Republican-led state in the nation that chose to partner with President Obama"" by creating a state-based marketplace under the Affordable Care Act.",false,gubernatorial debate,National; Health Care,Louis Jacobson,"May 19, 2014",https://www.politifact.com/factchecks/2014/may/19/russ-fulcher/idaho-debate-went-viral-challenger-misfires-obamac/
Dan Patrick,"April 28, 2014","Under David Dewhurst’s leadership, the Texas ""Senate passed an expansion of in-state tuition and free health care to illegal immigrants.""",false,TV ad,Immigration; Education; Health Care; Voting Record; Texas,W. Gardner Selby,"May 15, 2014",https://www.politifact.com/factchecks/2014/may/15/dan-patrick/dan-patrick-misinterprets-texas-senate-votes-measu/
Chain email,"May 14, 2014","""No Republicans voted for"" recent hikes in the income tax, payroll tax, capital gains tax, dividend tax and estate tax. ""These taxes were all passed under … Obamacare.""",pants-fire,chain email,National; Health Care; Taxes,Louis Jacobson,"May 14, 2014",https://www.politifact.com/factchecks/2014/may/14/chain-email/chain-email-overstates-tax-increases-incorrectly-s/
Ralph Nader,"May 7, 2014","A majority of Americans ""since Harry Truman days"" support single-payer health insurance, or ""full Medicare for all.""",false,radio interview,Federal Budget; Health Care; History; Medicare; Polls and Public Opinion; Public Health; Wisconsin,Tom Kertscher,"May 14, 2014",https://www.politifact.com/factchecks/2014/may/14/ralph-nader/70-years-most-americans-have-supported-single-paye/
Sean Duffy,"May 3, 2014","""Explosive growth in Medicare"" is the reason federal deficit spending is predicted to top $1 trillion again after falling to $600 billion annually.",half-true,interview,Federal Budget; Health Care; Medicare; Wisconsin,Dave Umhoefer,"May 11, 2014",https://www.politifact.com/factchecks/2014/may/11/sean-duffy/sean-duffy-says-explosive-growth-medicare-will-cau/
Hillary Clinton,"May 6, 2014","""A small majority of Americans don’t think they like the Affordable Care Act, but a large majority of Americans don’t want to do away with the protections that are in the Affordable Care Act.""",mostly-true,keynote speech,National; Health Care; Polls and Public Opinion,Julie Kliegman,"May 7, 2014",https://www.politifact.com/factchecks/2014/may/07/hillary-clinton/hillary-clinton-says-people-dont-health-care-law-i/
Scott Walker,"May 15, 2014","Under his leadership, more people in Wisconsin ""have access to health care.""",half-true,ad,Health Care; Medicaid; Message Machine 2014; Poverty; Public Health; Wisconsin,Tom Kertscher,"May 7, 2014",https://www.politifact.com/factchecks/2014/may/07/scott-walker/despite-gov-scott-walkers-opposition-obamacare-do-/
Rand Paul,"May 2, 2014","""For every Kentuckian that has enrolled in Obamacare, 40 have been dropped from their coverage.""",pants-fire,newsletter,National; Corrections and Updates; Health Care,Louis Jacobson,"May 5, 2014",https://www.politifact.com/factchecks/2014/may/05/rand-paul/rand-paul-says-40-times-more-kentuckians-have-gott/
Americans for Prosperity,"April 23, 2014","""Health care premiums up 90 percent in New Hampshire.""",false,ad,New Hampshire; Health Care,Bradford Randall,"May 1, 2014",https://www.politifact.com/factchecks/2014/may/01/americans-prosperity/afp-says-health-care-premiums-90-percent-new-hamps/
Facebook posts,"April 25, 2014","""Over 300K home owner suicides attributed to foreclosures.""",pants-fire,meme shared on social media,National; Economy; Health Care; Housing; Public Health,Louis Jacobson,"April 25, 2014",https://www.politifact.com/factchecks/2014/apr/25/facebook-posts/social-media-meme-says-300000-suicides-are-attribu/
Mike McFadden,"April 17, 2014","Says Al Franken ""voted to exempt himself and Congress from enrolling in (the Affordable Care Act marketplaces).""",false,TV ad,National; Health Care; Voting Record,Julie Kliegman,"April 24, 2014",https://www.politifact.com/factchecks/2014/apr/24/mike-mcfadden/gop-challenger-says-al-franken-voted-exempt-himsel/
Kay  Hagan,"April 17, 2014","Says North Carolina Republican Senate candidate Thom Tillis ""called Obamacare ‘a great idea.’ """,mostly-false,radio ad,National; Health Care,Louis Jacobson,"April 22, 2014",https://www.politifact.com/factchecks/2014/apr/22/kay-hagan/kay-hagan-says-gop-rival-thom-tillis-called-obamac/
Democratic National Committee,"April 20, 2014","""One thing that is much more unpopular than the Affordable Care Act is repealing the Affordable Care Act.""",mostly-true,"interview on CNN's ""State of the Union.""",National; Congress; Health Care; Polls and Public Opinion,Steve Contorno,"April 21, 2014",https://www.politifact.com/factchecks/2014/apr/21/democratic-national-committee/which-more-unpopular-obamacare-or-repealing-obamac/
Donald Trump,"April 18, 2014","""ObamaCare enrollment lie: Obama counts an enrollee as a web user putting a plan in ‘their online shopping carts.’""",false,tweet,Health Care; PunditFact,Jon Greenberg,"April 21, 2014",https://www.politifact.com/factchecks/2014/apr/21/donald-trump/trump-putting-plan-online-shopping-cart-all-it-tak/
