statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Betsy Miller-Jones,"April 4, 2014","""Did you know that in 2013 over 50 percent of all babies born in Oregon were Hispanic?""",false,newsletter,Oregon; Children; Education; Race and Ethnicity,Dana Tims,"April 17, 2014",https://www.politifact.com/factchecks/2014/apr/17/betsy-miller-jones/were-more-half-all-babies-born-oregon-2013-hispani/
Progressive Choice Florida,"March 30, 2014","Says Charlie Crist ""implemented Jeb Bush’s A+ Plan.""",true,campaign mailer,Education; Florida,Joshua Gillin,"April 15, 2014",https://www.politifact.com/factchecks/2014/apr/15/progressive-choice/charlie-crist-implemented-jeb-bushs-plan-group-say/
Karen Handel,"April 7, 2014",Seventy-two percent of Georgians did not have a chance to finish college.,mostly-true,email,Georgia; Education,Eric Stirgus,"April 14, 2014",https://www.politifact.com/factchecks/2014/apr/14/karen-handel/handels-degree-claim-nearly-makes-grade/
Republican Party of Florida,"April 10, 2014","""In 2006, Charlie Crist opposed in-state tuition for illegal immigrants.""",true,email,Immigration; Education; Florida,Amy Sherman,"April 11, 2014",https://www.politifact.com/factchecks/2014/apr/11/republican-party-florida/charlie-crist-opposed-state-tuition-dreamers-2006-/
Nathan Deal,"April 9, 2014","Says restoring Georgia pre-k to a 180-day program was a ""real result"" of his leadership.",half-true,campaign web site,Georgia; Education,Nancy Badertscher,"April 11, 2014",https://www.politifact.com/factchecks/2014/apr/11/nathan-deal/deal-takes-credit-restoring-pre-k-cuts/
Alisha Thomas Morgan,"March 20, 2014","""In order to pass the CRCT in Georgia, you simply have to get half of the answers correct.""",mostly-true,speech,Georgia; Education,Eric Stirgus,"April 8, 2014",https://www.politifact.com/factchecks/2014/apr/08/alisha-thomas-morgan/lawmaker-seeks-passing-grade-crct-claim/
Wendy Davis,"March 31, 2014","""Greg Abbott said it would be a ‘waste’ to expand pre-k to all Texas children.""",mostly-false,online petition,Children; Education; State Budget; Texas,Sue Owen,"April 7, 2014",https://www.politifact.com/factchecks/2014/apr/07/wendy-davis/greg-abbott-says-no-universal-pre-kindergarten-wit/
Scott Walker,"April 1, 2014","A poll taken ""a few months ago"" found ""70 percent approval or higher"" for the Act 10 collective bargaining law.",false,interview,City Government; County Government; Education; Health Care; Pensions; Polls and Public Opinion; State Budget; Unions; Taxes; Wisconsin,Tom Kertscher,"April 6, 2014",https://www.politifact.com/factchecks/2014/apr/06/scott-walker/scott-walker-says-recent-wisconsin-poll-shows-70-a/
Rick Scott,"March 26, 2014","""Charlie Crist signed into law an automatic 15 percent annual tuition increase that put college further out of reach for many Floridians.""",half-true,email from his campaign,Education; State Budget; Florida,Joshua Gillin,"April 3, 2014",https://www.politifact.com/factchecks/2014/apr/03/rick-scott/charlie-crist-signed-automatic-15-percent-annual-t/
Meria Carstarphen,"March 27, 2014",The Austin Independent School District’s graduation rate reached an all-time high of 82.5 percent in 2012.,true,press release,Georgia; Education,Nancy Badertscher,"April 2, 2014",https://www.politifact.com/factchecks/2014/apr/02/meria-carstarphen/grad-rates-rise-austin/
Arian Foster,"March 19, 2014","The NCAA will ""get billions"" from the men’s basketball tournament. ""Players get a trophy.""",half-true,tweet,Education; Sports; PunditFact,Jon Greenberg,"April 1, 2014",https://www.politifact.com/factchecks/2014/apr/01/arian-foster/arian-foster-ncaa-gets-billions-players-get-trophi/
American Bridge 21st Century,"March 18, 2014",Says Rick Scott presided over cuts to the Bright Futures college scholarship program.,mostly-true,online video,Education; Florida,Amy Sherman,"April 1, 2014",https://www.politifact.com/factchecks/2014/apr/01/american-bridge-21st-century/rick-scott-presided-over-bright-futures-cut-democr/
Janet Adkins,"March 24, 2014","""We have been teaching these (Common Core) standards in Florida schools since 2010.""",mostly-false,Florida House subcommittee meeting,Education; Florida,Amy Sherman,"March 28, 2014",https://www.politifact.com/factchecks/2014/mar/28/janet-adkins/florida-has-been-teaching-common-core-2010-says-ja/
Charlie Crist,"March 25, 2014","""Rick Scott tried to slash school funding by $3.3 billion.""",mostly-true,his campaign website,Education; State Budget; Florida,Joshua Gillin,"March 27, 2014",https://www.politifact.com/factchecks/2014/mar/27/charlie-crist/charlie-crist-says-rick-scott-tried-slash-school-f/
Barack Obama,"March 20, 2014","""Our high school graduation rate is the highest on record.""",half-true,speech,National; Children; Corrections and Updates; Education,Steve Contorno,"March 26, 2014",https://www.politifact.com/factchecks/2014/mar/26/barack-obama/barack-obama-says-high-schoolers-are-graduating-al/
Florida Stop Common Core Coalition,"March 19, 2014","For educational testing, Florida ""has chosen a company that has a significant history of promoting identification of the GLBT lifestyle for children as young as seven years old.""",half-true,letter to supporters,Education; LGBTQ; Florida,Jeffrey S.  Solochek,"March 24, 2014",https://www.politifact.com/factchecks/2014/mar/24/florida-stop-common-core-coalition/florida-stop-common-core-coalition-says-education-/
Rick Scott,"March 16, 2014","""Florida ranks first in the nation for access to free prekindergarten.""",mostly-true,tweet,Children; Education; Florida,Amy Sherman,"March 20, 2014",https://www.politifact.com/factchecks/2014/mar/20/rick-scott/rick-scott-says-floridas-vpk-no-1-country-access/
Hemant Mehta,"March 11, 2014","""In Oregon, students are skipping math class to learn about the Bible.""",true,blog post,Oregon; Education; Religion,Dana Tims,"March 19, 2014",https://www.politifact.com/factchecks/2014/mar/19/hemant-mehta/are-oregon-students-skipping-math-class-learn-abou/
Rick Scott,"March 4, 2014","""All of Florida's four-year state colleges now offer bachelor's degrees for only $10,000.""",mostly-false,his State of the State speech,Education; Florida,Julie Kliegman,"March 4, 2014",https://www.politifact.com/factchecks/2014/mar/04/rick-scott/scott-says-all-4-year-state-colleges-offer-10k-deg/
Rick Scott,"March 4, 2014","""Florida high schools are four out of the top 10 in the entire United States.""",half-true,State of the State speech,Education; Florida,Amy Sherman,"March 4, 2014",https://www.politifact.com/factchecks/2014/mar/04/rick-scott/four-nations-top-10-high-schools-are-florida-rick-/
Louise Slaughter,"February 27, 2014","Says ""by 4th grade, 86 percent of African-American boys and 82 percent (of) Hispanic boys are reading below proficiency levels.""",true,tweet,National; Education; Race and Ethnicity,Steve Contorno,"February 28, 2014",https://www.politifact.com/factchecks/2014/feb/28/louise-slaughter/louise-slaughter-tweets-four-five-black-and-hispan/
Clay Pell,"February 2, 2014","""The budget I managed at the Department of Education was more than $60 million.""",mostly-true,"interview on WPRI-TV's ""Newsmakers.""",Rhode Island; Candidate Biography; Education; Federal Budget,C. Eugene Emery Jr.,"February 23, 2014",https://www.politifact.com/factchecks/2014/feb/23/clay-pell/rhode-island-gubernatorial-candidate-clay-pell-say/
Jason Carter,"February 18, 2014","""Since 2009, Georgia's public schools have lost nearly 9,000 classroom teachers while the number of students has gone up.""",true,press statement,Georgia; Education,Nancy Badertscher,"February 21, 2014",https://www.politifact.com/factchecks/2014/feb/21/jason-carter/georgia-down-9000-plus-teachers/
Kasim Reed,"January 31, 2014","""Right now, we only keep 50 percent of Georgia Tech's graduates.""",mostly-true,speech,Georgia; Economy; Education; Jobs,Eric Stirgus,"February 11, 2014",https://www.politifact.com/factchecks/2014/feb/11/kasim-reed/mayor-working-keep-more-tech-grads/
Greg Abbott,"December 12, 2013",Says 85 percent of IDEA charter-school students come from low-income families and about 99 percent of its graduates go to college.,mostly-true,as quoted during a school visit,Children; Education; Texas,W. Gardner Selby,"February 5, 2014",https://www.politifact.com/factchecks/2014/feb/05/greg-abbott/idea-schools-serving-many-disadvantaged-background/
Rick Scott,"January 27, 2014","""The $18.8 billion in funding for K-12 education funding is the highest in Florida history and includes a record $10.6 billion in state funds.""",half-true,press release about his education budget proposal,Education; Florida,Amy Sherman,"January 29, 2014",https://www.politifact.com/factchecks/2014/jan/29/rick-scott/rick-scott-says-his-k-12-education-budget-proposal/
Rand Paul,"January 26, 2014","""Over half of the young people"" in medical, dental and law schools are women.",false,interview with CNN,National; Education; Health Care; Legal Issues; Women,Steve Contorno,"January 28, 2014",https://www.politifact.com/factchecks/2014/jan/28/rand-paul/rand-paul-says-more-half-students-medical-dental-a/
Chris Christie,"January 14, 2014","""In the entire public school system in Camden last year, only three students graduated college ready.""",mostly-true,his “State of the State” address,New Jersey; Education,Bill Wichert,"January 26, 2014",https://www.politifact.com/factchecks/2014/jan/26/chris-christie/chris-christie-claims-only-three-college-ready-stu/
Scott Walker,"January 22, 2014","""After years of 5.5 percent average tuition increases, we now have a two-year tuition freeze for the first time in the history of the UW System.""",mostly-true,speech,Education; State Budget; Wisconsin,Tom Kertscher,"January 23, 2014",https://www.politifact.com/factchecks/2014/jan/23/scott-walker/wisconsin-college-tuition-average-increases-55-nev/
Nathan Deal,"January 15, 2014","""During my administration, funding for education has increased by over $930 million.""",half-true,speech,Georgia; Education; State Budget,Eric Stirgus,"January 22, 2014",https://www.politifact.com/factchecks/2014/jan/22/nathan-deal/deals-speech-jumps-gun-education-spending-increase/
Scott Turner,"January 8, 2014","""I started the whole year"" as a senior on the University of Illinois football team and ""led the team in interceptions and tackles from defensive back.""",mostly-false,speech,Candidate Biography; Education; Sports; Texas,W. Gardner Selby,"January 15, 2014",https://www.politifact.com/factchecks/2014/jan/15/scott-turner/scott-turner-house-speaker-hopeful-didnt-lead-coll/
Bob McDonnell,"January 8, 2014","""We expanded charter"" schools.",half-true,speech.,Education; Virginia,Nancy  Madsen,"January 13, 2014",https://www.politifact.com/factchecks/2014/jan/13/bob-mcdonnell/mcdonnell-says-charter-schools-have-grown-virginia/
Joseph Cryan,"December 19, 2013","""What do Rutgers University, Kean University, Montclair State University, New Jersey City University, Stockton College, Rowan University and William Paterson all have in common? They all graduate less than 50 percent of their students within four years.""",true,Assembly session,New Jersey; Education,Caryn Shinske,"January 12, 2014",https://www.politifact.com/factchecks/2014/jan/12/joseph-cryan/joe-cryan-claims-four-year-graduation-rate-7-unive/
Johnny Isakson,"December 4, 2013",Fifty-three percent of graduates from liberal arts colleges these days can’t find jobs.,false,speech,Georgia; Education,Nancy Badertscher,"January 7, 2014",https://www.politifact.com/factchecks/2014/jan/07/johnny-isakson/isakson-doesnt-make-grade-his-claim-about-college-/
Democratic Party of Wisconsin,"November 19, 2013","Says Gov. Scott Walker dropped out or was kicked out of college short of a degree ""not long after"" he was ""kicked out of student elections at Marquette University.""",false,web posting,Candidate Biography; Education; Wisconsin,Dave Umhoefer,"December 21, 2013",https://www.politifact.com/factchecks/2013/dec/21/state-democratic-party-wisconsin/wisconsin-democratic-party-says-scott-walker-was-k/
Wendy Davis,"December 3, 2013",Greg Abbott defended more than $5 billion in public school funding cuts in fighting hundreds of school districts in court.,half-true,post on her campaign website,Education; State Budget; Texas,W. Gardner Selby,"December 18, 2013",https://www.politifact.com/factchecks/2013/dec/18/wendy-davis/abbott-defended-school-funding-system-and-legislat/
Bob Schieffer,"December 9, 2013","Iran President Hassan ""Rouhani has more Cabinet members with Ph.D.s from American universities"" than members of Barack Obama’s Cabinet.",true,comments at a forum at the Center for Strategic and International Studies,Education; Foreign Policy; PunditFact,Katie Sanders,"December 16, 2013",https://www.politifact.com/factchecks/2013/dec/16/bob-schieffer/bob-schieffer-says-iran-president-hassan-rouhani-h/
Bloggers,"December 7, 2013","School children can earn higher grades by studying Islam under a new ""nationwide Muslim outreach program"" announced by President Barack Obama.",pants-fire,viral posts on the Internet,National; Education; Islam,Louis Jacobson,"December 16, 2013",https://www.politifact.com/factchecks/2013/dec/16/blog-posting/viral-post-claims-barack-obama-has-begun-nationwid/
