statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Rick Scott,"May 13, 2014","""Governor Scott Cut Taxes 40 Times For Florida Families""",half-true,campaign tweet,Taxes; Florida,Joshua Gillin,"May 21, 2014",https://www.politifact.com/factchecks/2014/may/21/rick-scott/gov-scott-claims-he-cut-taxes-40-times-florida-fam/
Miami Seaport Alliance,"May 14, 2014","David Beckham’s soccer stadium would get a ""special tax deal that lets them off the hook for $2 million in taxes every year for 30 years.""",mostly-true,TV ad,Sports; State Budget; Taxes; Florida,Amy Sherman,"May 20, 2014",https://www.politifact.com/factchecks/2014/may/20/miami-seaport-alliance/david-beckhams-soccer-stadium-would-be/
Chain email,"May 14, 2014","""No Republicans voted for"" recent hikes in the income tax, payroll tax, capital gains tax, dividend tax and estate tax. ""These taxes were all passed under … Obamacare.""",pants-fire,chain email,National; Health Care; Taxes,Louis Jacobson,"May 14, 2014",https://www.politifact.com/factchecks/2014/may/14/chain-email/chain-email-overstates-tax-increases-incorrectly-s/
Karen Handel,"April 21, 2014",Says U.S. Senate candidate David Perdue flip-flopped on releasing his tax returns.,mostly-true,press release,Georgia; Taxes,Eric Stirgus,"May 9, 2014",https://www.politifact.com/factchecks/2014/may/09/karen-handel/handel-attacks-perdue-tax-returns/
Gina Raimondo,"April 28, 2014","""Residential property taxes [in Providence] are up nearly 27 percent under Mayor Taveras.""",pants-fire,news release,Rhode Island; City Budget; Negative Campaigning; Taxes,C. Eugene Emery Jr.,"May 4, 2014",https://www.politifact.com/factchecks/2014/may/04/gina-raimondo/gina-raimondo-says-providence-taxes-rose-nearly-27/
Tom  Corbett,"April 30, 2014","""On (Tom) Wolf’s watch, taxes were high, killing 100,000 PA jobs.""",mostly-false,radio ad,National; Economy; Jobs; Taxes,Louis Jacobson,"May 2, 2014",https://www.politifact.com/factchecks/2014/may/02/tom-corbett/pa-gov-tom-corbett-attacks-democratic-rival-tom-wo/
Brian Wilson,"April 28, 2014","Jules Bailey ""was instrumental in creating the Business Energy Tax Credit that let companies like Wal-Mart profit by $11 million while costing the Oregon general fund $33 million.""",pants-fire,campaign email,Oregon; Taxes,Dana Tims,"May 1, 2014",https://www.politifact.com/factchecks/2014/may/01/brian-wilson/was-jules-bailey-instrumental-creating-oregons-bus/
Ending Spending Action Fund,"April 3, 2014",Says Georgia Democratic Senate hopeful Michelle Nunn supports higher taxes.,mostly-false,television ad,Georgia; Taxes,Eric Stirgus,"April 30, 2014",https://www.politifact.com/factchecks/2014/apr/30/ending-spending-action-fund/group-attacks-michelle-nunn-tax-position/
David Dewhurst,"April 16, 2014","Dan Patrick ""got caught not paying his taxes"" and ""pocketed his employees’ payroll taxes.""",half-true,video ad,Bankruptcy; Candidate Biography; Taxes; Texas,W. Gardner Selby,"April 28, 2014",https://www.politifact.com/factchecks/2014/apr/28/david-dewhurst/ad-distorts-dan-patricks-unpaid-taxes-1980s/
Eric Cantor,"April 22, 2014","Dave Brat ""worked on Democrat Gov. Tim Kaine’s Council of Economic Advisors while Kaine tried to raise our taxes by over $1 billion.""",mostly-true,TV ad.,Candidate Biography; Economy; State Budget; Taxes; Virginia,Nancy  Madsen,"April 28, 2014",https://www.politifact.com/factchecks/2014/apr/28/eric-cantor/eric-cantor-says-dave-brat-advised-served-economic/
Democratic Party of Virginia,"March 24, 2014","Ed Gillespie’s 2006 book ""promoted an individual health care mandate, and recommends that it be enforced by the IRS through the income tax code.""",mostly-true,news release.,Medicaid; Taxes; Virginia,Sean Gorman,"April 27, 2014",https://www.politifact.com/factchecks/2014/apr/27/democratic-party-virginia/democrats-say-ed-gillespies-book-promoted-individu/
Bob Cole,"March 31, 2014","Capital Metro originally said MetroRail's yearly operating costs would be ""about $2.5 million. Last year ... it cost $13 million to operate.""",half-true,morning radio show on KOKE-FM,Transportation; Taxes; Texas,Sue Owen,"April 24, 2014",https://www.politifact.com/factchecks/2014/apr/24/bob-cole/austin-rail-lines-costs-more-double-2004-estimate-/
The Tax Foundation,"April 23, 2014","""Americans will spend more on taxes in 2014 than they will on food, clothing and housing combined.""",half-true,Facebook post,National; Taxes,Louis Jacobson,"April 23, 2014",https://www.politifact.com/factchecks/2014/apr/23/tax-foundation/do-americans-pay-more-taxes-food-clothing-and-hous/
Americans For Tax Reform,"April 14, 2014","""Obama has proposed 442 tax hikes since taking office.""",mostly-false,a press release,National; Taxes,Angie Drobnic Holan,"April 22, 2014",https://www.politifact.com/factchecks/2014/apr/22/americans-tax-reform/obama-has-proposed-442-tax-hikes-says-anti-tax-gro/
Virginia Foxx,"April 15, 2014","Americans spend ""6.1 billion hours a year"" on tax preparation.",true,a comment on Twitter,National; Taxes,Tim Ryan,"April 15, 2014",https://www.politifact.com/factchecks/2014/apr/15/virginia-foxx/it-takes-americans-61-billion-hours-prepare-their-/
Mike Stenhouse,"April 2, 2014","""A grant for $5,000 [from the Governor’s Workforce Board] went to teach an employee at a company that makes ornamental business card holders how to use Facebook and Twitter.""",mostly-false,commentary,Rhode Island; Economy; Federal Budget; Small Business; State Budget; Workers; Taxes,C. Eugene Emery Jr.,"April 13, 2014",https://www.politifact.com/factchecks/2014/apr/13/mike-stenhouse/michael-stenhouse-says-outlandish-state-grant-5000/
Senate Majority PAC,"March 13, 2014","Says the Koch brothers want to ""protect tax cuts for companies that ship our jobs overseas.""",false,campaign ad,National; Congress; Economy; Jobs; Taxes,Steve Contorno,"April 11, 2014",https://www.politifact.com/factchecks/2014/apr/11/senate-majority-pac/senate-dem-group-claim-koch-brothers-support-tax-b/
Republican Party of Florida,"April 2, 2014","Charlie Crist ""raised taxes in 2009 and won't rule out raising taxes again.""",mostly-true,tweet,State Budget; Taxes; Florida,Amy Sherman,"April 8, 2014",https://www.politifact.com/factchecks/2014/apr/08/republican-party-florida/charlie-crist-raised-taxes-2009-and-wont-rule-out-/
Scott Walker,"April 1, 2014","A poll taken ""a few months ago"" found ""70 percent approval or higher"" for the Act 10 collective bargaining law.",false,interview,City Government; County Government; Education; Health Care; Pensions; Polls and Public Opinion; State Budget; Unions; Taxes; Wisconsin,Tom Kertscher,"April 6, 2014",https://www.politifact.com/factchecks/2014/apr/06/scott-walker/scott-walker-says-recent-wisconsin-poll-shows-70-a/
Kentucky Opportunity Coalition,"April 1, 2014",Says the estate tax is a threat to family farms.,mostly-false,campaign ad,Agriculture; National; Taxes,Steve Contorno,"April 3, 2014",https://www.politifact.com/factchecks/2014/apr/03/kentucky-opportunity-coalition/pro-mcconnell-group-says-estate-tax-makes-it-hard-/
Mike Collier,"March 18, 2014","""Glenn Hegar promised to eliminate the property tax.""",false,campaign email blast,State Budget; Taxes; Texas,Sue Owen,"April 3, 2014",https://www.politifact.com/factchecks/2014/apr/03/mike-collier/comptroller-candidate-glenn-hegar-favors-ending-pr/
Republican Governors Association,"March 17, 2014","Under Mary Burke’s leadership, Commerce Department business-incentive programs had ""major shortcomings"" and ""40 percent of jobs...didn’t materialize.""",mostly-true,campaign TV ad,State Budget; Taxes; Wisconsin,Dave Umhoefer,"April 3, 2014",https://www.politifact.com/factchecks/2014/apr/03/republican-governors-association/republican-governors-association-says-40-percent-j/
Terry McAuliffe,"February 26, 2014","If the legislature refuses to expand Medicaid, ""27 states are going to get our money – Virginia taxpayer money – into their states to provide health care for their citizens, paid for by us.""",mostly-false,radio interview.,Health Care; Medicaid; Taxes; Virginia,Nancy  Madsen,"March 31, 2014",https://www.politifact.com/factchecks/2014/mar/31/terry-mcauliffe/mcauliffe-says-legislatures-refusal-expand-medicai/
Jeb Bush,"March 21, 2014","Florida's revenue ""is growing at a faster rate than almost any state in the country.""",mostly-false,public remarks,Economy; Taxes; Florida,Joshua Gillin,"March 26, 2014",https://www.politifact.com/factchecks/2014/mar/26/jeb-bush/floridas-revenue-growing-faster-rate-almost-any-st/
No Tax For Tracks,"March 17, 2014 in","The Greenlight Pinellas transportation plan involves a ""300% tax increase.""",false,on their website,Transportation; Taxes; Florida,Joshua Gillin,"March 20, 2014",https://www.politifact.com/factchecks/2014/mar/20/no-tax-tracks/greenlight-pinellas-means-300-tax-increase-no-tax-/
Nathan Deal,"March 5, 2014","A ""real result"" of his term is Georgia having ""the lowest taxes per capita of any state.""",mostly-false,campaign flyer,Georgia; Taxes,Nancy Badertscher,"March 18, 2014",https://www.politifact.com/factchecks/2014/mar/18/nathan-deal/deal-seeks-credit-lowest-taxes-us/
David Dewhurst,,"Dan Patrick ""called for increasing the gas tax and the state sales tax.""",mostly-true,,State Budget; Taxes; Texas,W. Gardner Selby,"March 17, 2014",https://www.politifact.com/factchecks/2014/mar/17/david-dewhurst/dan-patrick-once-called-regular-gas-tax-increases-/
Republican Party of Wisconsin,"March 13, 2014","Says Mary Burke's ""2007-'09 state budget had a tax hike of $1.8 billion -- costing every man, woman and child in the state an extra $310.""",false,website ad,State Budget; Taxes; Wisconsin,Tom Kertscher,"March 16, 2014",https://www.politifact.com/factchecks/2014/mar/16/republican-party-wisconsin/wisconsin-gop-says-mary-burke-scott-walkers-challe/
Tom Barrett,"March 3, 2014","Using a surcharge on the cigarette tax to help pay for a new downtown sports arena ""is not feasible under state law.""",half-true,interview,Taxes; Wisconsin,James B. Nelson,"March 13, 2014",https://www.politifact.com/factchecks/2014/mar/13/tom-barrett/mayor-tom-barrett-says-using-cigarette-tax-new-are/
Scott Walker,"March 4, 2014","""Once our Blueprint for Prosperity is signed into law, we will have delivered $2 billion"" in tax relief.",true,statement to reporters,Taxes; Wisconsin,Dave Umhoefer,"March 12, 2014",https://www.politifact.com/factchecks/2014/mar/12/scott-walker/gov-scott-walker-says-he-has-generated-2-billion-t/
We Are Wisconsin,"February 17, 2014","With his proposal to cut income and property taxes, Scott Walker is ""increasing the state deficit at a time when borrowing is already at record levels.""",mostly-false,email,Debt; Deficit; Income; State Budget; Taxes; Wisconsin,Tom Kertscher,"March 10, 2014",https://www.politifact.com/factchecks/2014/mar/10/we-are-wisconsin/gov-scott-walker-increasing-state-deficit-cutting-/
Tom Graves,"March 7, 2014","When it comes to transportation funds, Georgians spend more in taxes and on red tape than they get back from the federal government.",half-true,speech,Georgia; Transportation; Taxes,Eric Stirgus,"March 7, 2014",https://www.politifact.com/factchecks/2014/mar/07/tom-graves/congressman-pitches-new-plan-transportation-fundin/
Andy Brown,"February 17, 2014","""Travis County now has the highest urban county tax rate in Texas.""",mostly-true,mailer to voters,Taxes; Texas,W. Gardner Selby,"February 26, 2014",https://www.politifact.com/factchecks/2014/feb/26/andy-brown/travis-countys-tax-rate-ranks-among-very-highest-a/
Republican Party of Florida,"February 10, 2014","Says Alex Sink supported ""higher property taxes.""",mostly-false,a campaign mailer,Taxes; Florida,Joshua Gillin,"February 24, 2014",https://www.politifact.com/factchecks/2014/feb/24/republican-party-florida/alex-sink-supported-higher-property-taxes-florida-/
Republican Party of Florida,"February 17, 2014","Says Alex Sink ""supported higher sales taxes.""",mostly-false,campaign mailer,Taxes; Florida,Joshua Gillin,"February 21, 2014",https://www.politifact.com/factchecks/2014/feb/21/republican-party-florida/florida-gop-says-alex-sink-supported-higher-sales-/
Republican Party of Wisconsin,"February 10, 2014","As state Commerce secretary, Mary Burke drafted, sponsored and promoted ""budgets that raised taxes by billions, created high structural deficits and raided funds to finance huge spending hikes.""",mostly-false,press release,State Budget; Taxes; Wisconsin,Dave Umhoefer,"February 19, 2014",https://www.politifact.com/factchecks/2014/feb/19/republican-party-wisconsin/state-gop-says-burke-drafted-and-promoted-state-bu/
Senate Majority PAC,"January 8, 2014","Says that as a U.S. senator, Scott Brown ""delivered for Wall Street, saving big banks $19 billion in taxes.""",mostly-false,campaign ad,New Hampshire; Financial Regulation; Taxes,Jim Haddadin,"February 11, 2014",https://www.politifact.com/factchecks/2014/feb/11/senate-majority-pac/pro-democratic-pac-says-scott-brown-delivered-wall/
Ed  Gillespie,"January 16, 2014","Mark Warner voted for ""nearly $1 trillion in new taxes and $7 trillion in new debt.""",true,web ad.,Debt; Federal Budget; Voting Record; Taxes; Virginia,Nancy  Madsen,"February 10, 2014",https://www.politifact.com/factchecks/2014/feb/10/ed-gillespie/gillespie-says-warner-voted-new-taxes-and-more-deb/
Democratic Party of Wisconsin,"January 19, 2014","A bill backed by Sean Duffy and other House Republicans ""could actually require the Internal Revenue Service to conduct audits of rape victims"" who get an abortion.",false,email,Abortion; Crime; Women; Taxes; Wisconsin,Tom Kertscher,"February 9, 2014",https://www.politifact.com/factchecks/2014/feb/09/state-democratic-party-wisconsin/could-gop-bill-targeting-abortion-require-irs-rape/
Daniel Harrop,"December 15, 2013","""We see a quarter-billion dollars in a pension fund that needs to be funded at $1.2 billion.""",mostly-true,appearance on WPRI-TV's Newsmakers,Rhode Island; City Budget; Debt; Labor; Pensions; Workers; Taxes,C. Eugene Emery Jr.,"February 9, 2014",https://www.politifact.com/factchecks/2014/feb/09/daniel-harrop/providence-mayoral-candidate-daniel-harrop-says-ci/
David A. Clarke Jr.,"January 31, 2014","Says Milwaukee Mayor Tom Barrett is responsible for the roughly $7,800 ""I pay in property taxes per year.""",false,interview,City Budget; City Government; County Budget; County Government; Taxes; Wisconsin,Tom Kertscher,"February 7, 2014",https://www.politifact.com/factchecks/2014/feb/07/david-clarke-jr/sheriff-david-clarke-blames-milwaukee-mayor-tom-ba/
