statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Ron Johnson,"February 3, 2017","Israel cut its illegal immigration rate by ""99 percent"" by constructing a 143-mile fence along its southern border.",mostly-true,CNN interview,Immigration; National; Homeland Security,Miriam Valverde,"February 13, 2017",https://www.politifact.com/factchecks/2017/feb/13/ron-johnson/border-fence-israel-cut-illegal-immigration-99-per/
Donald Trump,"February 12, 2017","Says ""72% of refugees admitted into U.S. (2/3 -2/11) during COURT BREAKDOWN are from 7 countries: SYRIA, IRAQ, SOMALIA, IRAN, SUDAN, LIBYA & YEMEN.""",mostly-true,tweet,Immigration; National,Allison Graves,"February 12, 2017",https://www.politifact.com/factchecks/2017/feb/12/donald-trump/donald-trump-says-refugee-admissions-surged-7-coun/
Dawn Buckingham,"February 8, 2017","""Hundreds of illegal immigrants subject to detainers were released in the last week since the new sanctuary policy was adopted by the Travis County Sheriff's Office.""",false,campaign email blast,Immigration; Criminal Justice; Crime; Texas,W. Gardner Selby,"February 10, 2017",https://www.politifact.com/factchecks/2017/feb/10/dawn-buckingham/dawn-buckingham-incorrectly-says-hundreds-illegal-/
Bloggers,"January 30, 2017","Says President Donald Trump ""signs a visa-free travel policy"" for Ghana and Malawi.",pants-fire,blog post,Global News Service; Immigration; Fake news; Foreign Policy,Jon Greenberg,"February 9, 2017",https://www.politifact.com/factchecks/2017/feb/09/blog-posting/fake-news-dangles-visa-free-travel-ghanamalawi/
Donald Trump,"February 2, 2017","""Smart! 'Kuwait issues its own Trump-esque visa ban for five Muslim-majority countries.' """,mostly-false,Facebook post,Immigration; National; Foreign Policy,Louis Jacobson,"February 7, 2017",https://www.politifact.com/factchecks/2017/feb/07/donald-trump/donald-trump-wrong-say-kuwait-followed-his-lead-vi/
Reince Priebus,"January 29, 2017","The seven nations identified in Donald Trump's travel ban were ""identified by the Obama administration as the seven most dangerous countries in the world in regard to harboring terrorists.""",half-true,interview,Immigration; Foreign Policy; Terrorism; Wisconsin,Tom Kertscher,"February 7, 2017",https://www.politifact.com/factchecks/2017/feb/07/reince-priebus/were-7-nations-identified-donald-trumps-travel-ban/
Donald Trump,"February 5, 2017","Says ""109 people out of hundreds of thousands of travelers"" were affected by the immigration executive order.",false,interview with Bill O'Reilly,Immigration; National,Linda Qiu,"February 6, 2017",https://www.politifact.com/factchecks/2017/feb/06/donald-trump/president-trump-says-109-people-were-affected-trav/
Tom  McClintock,"January 31, 2017","Refugee ""vetting was very haphazard,"" under the Obama Administration. ""In many cases, we simply accepted the word of applicants.""",mostly-false,interview,Immigration; Terrorism; California,Chris Nichols,"February 3, 2017",https://www.politifact.com/factchecks/2017/feb/03/tom-mcclintock/americas-refugee-vetting-already-robust-not-haphaz/
Keith Ellison,"January 29, 2017","""About three-quarters of (Syrian refugees) are women and children. A full third of them are kids under 12 years old.""",true,CBS 'Face The Nation' interview,Immigration; National; Homeland Security,Miriam Valverde,"February 2, 2017",https://www.politifact.com/factchecks/2017/feb/02/keith-ellison/rep-keith-ellison-correct-demographic-overview-syr/
Marco Rubio,"January 27, 2017","""In Florida, 70 percent of the people here illegally came on an airplane. They overstayed a visa.""",mostly-true,interview,Immigration; Florida,Amy Sherman,"February 2, 2017",https://www.politifact.com/factchecks/2017/feb/02/marco-rubio/marco-rubio-says-majority-florida-undocumented-imm/
Donald Trump,"February 1, 2017","""The Obama Administration agreed to take thousands of illegal immigrants from Australia.""",half-true,tweet,Immigration; National; Homeland Security,Linda Qiu,"February 2, 2017",https://www.politifact.com/factchecks/2017/feb/02/donald-trump/trump-claims-obama-made-deal-take-thousands-illega/
Ted Lieu,"January 27, 2017","""The chances of being killed by a refugee committing a terrorist act is 1 in 3.6 billion.""",mostly-true,a press release,Immigration; Terrorism; California,Chris Nichols,"February 1, 2017",https://www.politifact.com/factchecks/2017/feb/01/ted-lieu/odds-youll-be-killed-terror-attack-america-refugee/
John Cornyn,"November 22, 2016",Says the Department of Homeland Security didn't request any hours of aerial surveillance for the U.S.-Mexico border from the Department of Defense for 2017.,mostly-false,letter to Homeland Security Secretary Jeh Johnson,Immigration; Corrections and Updates; Homeland Security; Texas,Fauzeya Rahman,"January 31, 2017",https://www.politifact.com/factchecks/2017/jan/31/john-cornyn/texans-led-john-cornyn-claim-obama-administration-/
Mario Diaz-Balart,"January 30, 2017","Says former President Barack Obama ""took similar action against Cuban refugees"" as President Donald Trump did in his executive order.",false,press release,Immigration; Terrorism; Florida,Amy Sherman,"January 31, 2017",https://www.politifact.com/factchecks/2017/jan/31/mario-diaz-balart/trumps-immigration-ban-comparable-obamas-cuba-rule/
Joe DeFelice,,"""From the release of a child rapist from the Dominican Republican to that of an Italian drug smuggler, Philadelphians have already been put in direct danger by Mayor Kenney’s policy of blocking local law enforcement from participating with federal immigration authorities.""",mostly-false,,Immigration; City Government; Homeland Security; Crime; Pennsylvania,Cassie Owens,"January 31, 2017",https://www.politifact.com/factchecks/2017/jan/31/joe-defelice/phillys-sanctuary-city-status-putting-residents-da/
Donald Trump,"January 29, 2017","""My policy is similar to what President Obama did in 2011 when he banned visas for refugees from Iraq for six months.""",mostly-false,statement,Immigration; National,Linda Qiu,"January 30, 2017",https://www.politifact.com/factchecks/2017/jan/30/donald-trump/why-comparing-trumps-and-obamas-immigration-restri/
Jerrold Nadler,"January 28, 2017","""The various people who have, in fact, committed terrorist acts in this country, from 9/11 on, none of them came from any of the seven countries that are the subject of the president's executive order.""",half-true,CNN interview,Immigration; National; Homeland Security,Miriam Valverde,"January 29, 2017",https://www.politifact.com/factchecks/2017/jan/29/jerrold-nadler/have-there-been-terrorist-attacks-post-911-countri/
Donald Trump,"January 27, 2017","""If you were a Muslim, you could come in, if you were a Christian, it was impossible.""",false,interview with CBN,Immigration; National; Foreign Policy; Religion,Linda Qiu,"January 29, 2017",https://www.politifact.com/factchecks/2017/jan/29/donald-trump/no-evidence-trump-claim-it-was-impossible-syrian-c/
Donald Trump,"January 25, 2017","Says ICE and border patrol officers ""unanimously endorsed me for president.""",mostly-false,remarks at Department of Homeland Security,Immigration; National; Homeland Security,Miriam Valverde,"January 26, 2017",https://www.politifact.com/factchecks/2017/jan/26/donald-trump/trump-claims-unanimous-endorsement-ice-border-patr/
Sean Spicer,"January 24, 2017","""There's one (study) that came out of Pew in 2008 that showed 14 percent of people who voted were noncitizens.""",false,daily press briefing,Immigration; National; Elections,Lauren Carroll,"January 25, 2017",https://www.politifact.com/factchecks/2017/jan/25/sean-spicer/sean-spicer-wrongly-uses-pew-study-bolster-claim-n/
Jerry Brown,"January 24, 2017","Twenty-seven percent of Californians, almost 11 million, ""were born in a foreign land.""",true,State of the State Address,Immigration; California,Chris Nichols,"January 24, 2017",https://www.politifact.com/factchecks/2017/jan/24/jerry-brown/true-27-percent-californians-were-born-foreign-lan/
Luke Messer,"January 5, 2017","""By funding the authorization that’s already happened a decade ago (in the Secure Fence Act of 2006), we could start the process of meeting Mr. Trump’s campaign pledge to secure the border.""",true,CNN story,Immigration; National; Homeland Security,Miriam Valverde,"January 17, 2017",https://www.politifact.com/factchecks/2017/jan/17/luke-messer/rep-luke-messer-correct-2006-act-allows-border-wal/
Richard Durbin,"January 10, 2017","Of Sen. Jeff Sessions, ""you've objected to immigrants volunteering to serve in our armed forces, saying, 'In terms of who's going to be most likely to be a spy, somebody from Cullman, Ala., or somebody from Kenya?'""",mostly-true,Sessions' Senate confirmation hearing for attorney general,Immigration; National; Homeland Security,Miriam Valverde,"January 10, 2017",https://www.politifact.com/factchecks/2017/jan/10/richard-durbin/durbin-says-sessions-objected-immigrants-armed-for/
Scott Walker,"December 23, 2016","""We don't get any of that information"" from the federal government on who refugees are, where they come from and how long they are likely to stay.",mostly-false,interview,Immigration; Homeland Security; Foreign Policy; Terrorism; Wisconsin,Tom Kertscher,"January 6, 2017",https://www.politifact.com/factchecks/2017/jan/06/scott-walker/federal-government-doesnt-give-information-syrian-/
Lloyd  Doggett,"December 15, 2016","""Our university campuses by federal law do not check the immigration status of their students just as our public schools don’t.""",mostly-false,interview with KEYE TV,Immigration; Education; Texas,W. Gardner Selby,"December 28, 2016",https://www.politifact.com/factchecks/2016/dec/28/lloyd-doggett/lloyd-doggett-says-federal-law-universities-dont-c/
"Ron Castorina, Jr.","November 28, 2016","""It is more difficult to obtain a Costco membership than it is to get a NYC Municipal ID""",pants-fire,press release,Immigration; Terrorism; New York,Dan Clark,"December 21, 2016",https://www.politifact.com/factchecks/2016/dec/21/ron-castorina-jr/getting-costco-membership-not-easier-getting-nyc-m/
Geraldo Rivera,"December 12, 2016","Says ""tens of thousands of children"" were rushed across the southwest border ""because they fear the wall.""",mostly-false,interview on Fox News' Hannity,Immigration; Homeland Security; PunditFact,Miriam Valverde,"December 15, 2016",https://www.politifact.com/factchecks/2016/dec/15/geraldo-rivera/mostly-false-claim-children-are-rushing-across-bor/
Bloggers,"December 1, 2016","""More than two-thirds of the aliens the Obama administration has brought to the United States under the president's Central American Minors program weren’t actually minors at all.""",mostly-true,MRCTV post,Immigration; Homeland Security; PunditFact,Miriam Valverde,"December 7, 2016",https://www.politifact.com/factchecks/2016/dec/07/blog-posting/claim-central-american-minors-program-mostly-benef/
Roger Williams,"November 16, 2016","""NAFTA allows a lot of trucks from Mexico, for example, to leave there and ... drive straight through without even being inspected.""",mostly-false,interview with McClatchy's Washington bureau,Immigration; Corrections and Updates; Homeland Security; Transportation; Texas,W. Gardner Selby,"December 5, 2016",https://www.politifact.com/factchecks/2016/dec/05/roger-williams/mostly-false-roger-williams-claim-lot-trucks-not-i/
Bloggers,"October 9, 2015",Latina who enthusiastically supported Donald Trump on stage in Las Vegas in October 2015 has been deported.,pants-fire,"social media posts, blogs",Immigration; Fake news; PunditFact,Miriam Valverde,"December 5, 2016",https://www.politifact.com/factchecks/2016/dec/05/blog-posting/fake-news-alert-claim-famed-latina-trump-supporter/
Bill de Blasio,"November 18, 2016","On Donald Trump’s plan to cut federal funding to sanctuary cities, ""because of a decision by the Supreme Court, no president's in a position to cut off funding across the board. It has to be very specific to the matter at hand.""",mostly-true,WNYC interview,Immigration; National; City Budget; County Budget; Federal Budget; Homeland Security; State Budget,Miriam Valverde,"December 1, 2016",https://www.politifact.com/factchecks/2016/dec/01/bill-de-blasio/new-york-city-mayor-says-president-cant-defund-san/
Donald Trump,"November 27, 2016","Says he ""won the popular vote if you deduct the millions of people who voted illegally.""",pants-fire,tweet,Immigration; National; Elections,Louis Jacobson,"November 28, 2016",https://www.politifact.com/factchecks/2016/nov/28/donald-trump/donald-trumps-pants-fire-claim-millions-illegal-vo/
