statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Kasim Reed,"January 31, 2014","""Right now, we only keep 50 percent of Georgia Tech's graduates.""",mostly-true,speech,Georgia; Economy; Education; Jobs,Eric Stirgus,"February 11, 2014",https://www.politifact.com/factchecks/2014/feb/11/kasim-reed/mayor-working-keep-more-tech-grads/
Keith Ellison,"February 9, 2014","""Americans work way more than an average of industrialized countries around the world.""",mostly-true,"comments on ABC's ""This Week""",National; Jobs,Julie Kliegman,"February 9, 2014",https://www.politifact.com/factchecks/2014/feb/09/keith-ellison/keith-ellison-says-americans-work-way-more-others/
Eric Cantor,"February 4, 2014","""The CBO’s latest report confirms what Republicans have been saying for years now. Under Obamacare, millions of hardworking Americans will lose their jobs.""",mostly-false,news release.,Economy; Health Care; Jobs; Virginia,Sean Gorman,"February 7, 2014",https://www.politifact.com/factchecks/2014/feb/07/eric-cantor/cantor-says-cbo-predicts-obamacare-will-cause-mill/
Thomas Perez,"February 4, 2014","""If you have a union job, you're making on average $950 a week. If you have a non-union job, you're making $750 a week.""",mostly-true,"interview on MSNBC's ""Morning Joe""",National; Jobs; Workers,Louis Jacobson,"February 7, 2014",https://www.politifact.com/factchecks/2014/feb/07/thomas-perez/labor-secretary-thomas-perez-says-union-members-ea/
Gretchen Carlson,"February 4, 2014","""The CBO now says the president's health care law will cut the number of full-time jobs in the United States by 2.3 million by 2021.""",mostly-false,"broadcast of Fox News' ""The Real Story""",Economy; Health Care; Jobs; PunditFact,Jon Greenberg,"February 5, 2014",https://www.politifact.com/factchecks/2014/feb/05/gretchen-carlson/carlson-cbo-says-obamcare-will-cut-full-time-jobs-/
Lincoln Chafee,"January 15, 2014","""Since I took office in January 2011, we have created 11,100 Rhode Island-based jobs.""",half-true,his state of state speech,Rhode Island; Economy; Jobs,John Hill,"February 2, 2014",https://www.politifact.com/factchecks/2014/feb/02/lincoln-chafee/ri-gov-lincoln-chafee-says-his-administration-crea/
Brett Hulsey,"January 9, 2014","""Every year since Gov. Walker and the Republicans have been in control of the Legislature we’ve created fewer jobs, according to the Bureau of Labor Statistics.""",false,radio interview,Jobs; Wisconsin,James B. Nelson,"January 31, 2014",https://www.politifact.com/factchecks/2014/jan/31/brett-hulsey/rep-brett-hulsey-says-wisconsin-has-created-fewer-/
Rand Paul,"January 28, 2014","Says President Barack Obama ""spent nearly a trillion dollars on make-work government jobs.""",false,response to the State of the Union address,National; Economy; Federal Budget; Jobs; Stimulus,Louis Jacobson,"January 30, 2014",https://www.politifact.com/factchecks/2014/jan/30/rand-paul/rand-paul-says-barack-obama-spent-nearly-trillion-/
Barack Obama,"January 28, 2014","Women ""make 77 cents for every dollar a man earns.""",mostly-true,State of the Union address,National; Jobs; Women,Louis Jacobson,"January 29, 2014",https://www.politifact.com/factchecks/2014/jan/29/barack-obama/barack-obama-state-union-says-women-make-77-cents-/
Cathy McMorris Rodgers,"January 28, 2014","""Last month, more Americans stopped looking for a job than found one.""",half-true,Republican response to the State of the Union address,National; Economy; Jobs,Jon Greenberg,"January 29, 2014",https://www.politifact.com/factchecks/2014/jan/29/cathy-mcmorris-rodgers/rep-mcmorris-rodgers-says-more-people-stopped-look/
Barack Obama,"January 28, 2014","During the past four years, ""average wages have barely budged.""",true,State of Union address,National; Economy; Jobs,Louis Jacobson,"January 29, 2014",https://www.politifact.com/factchecks/2014/jan/29/barack-obama/state-union-obama-says-over-past-four-years-averag/
Steven King,"January 5, 2014","""We’ve had the private sector more than double the investment that was made by the public sector"" at Quonset Business Park.",true,TV interview,Rhode Island; Economy; Infrastructure; Jobs,John Hill,"January 22, 2014",https://www.politifact.com/factchecks/2014/jan/22/steven-king/steven-king-director-ris-quonset-business-park-say/
Nathan Deal,"January 15, 2014","""(M)ore Georgians have jobs than at any other time since October 2008.""",true,speech,Georgia; Economy; Jobs,Nancy Badertscher,"January 21, 2014",https://www.politifact.com/factchecks/2014/jan/21/nathan-deal/deal-says-more-working-georgia-financial-crisis/
Chris Christie,"January 14, 2014","""Today, our unemployment rate is 7.8 percent. That is the lowest in five years.""",mostly-true,State of the State address,New Jersey; Jobs,Caryn Shinske,"January 19, 2014",https://www.politifact.com/factchecks/2014/jan/19/chris-christie/chris-christie-claims-states-jobless-rate-lowest-5/
Mary Burke,"January 7, 2014","Scott Walker's income ""tax plan is a tax hike. It increases taxes for nearly 80% of the people in the state.""",pants-fire,interview,Income; Jobs; State Budget; Taxes; Wisconsin,Tom Kertscher,"January 16, 2014",https://www.politifact.com/factchecks/2014/jan/16/mary-burke/scott-walker-plans-end-income-tax-more-double-sale/
Rana Foroohar,"January 10, 2014","""The median male worker in this country has not seen a raise, inflation adjusted, for 30 years, basically.""",mostly-true,CNN interview,Economy; Jobs; Labor; Workers; PunditFact,Katie Sanders,"January 15, 2014",https://www.politifact.com/factchecks/2014/jan/15/rana-foroohar/times-rana-foroohar-says-median-male-worker-hasnt-/
Americans United for Change,"January 14, 2014","""Sens. Isakson’s, Chambliss’ Votes Against Unemployment Insurance Were Votes to Kill Nearly 6,000 Georgia Jobs.""",half-true,press release,Georgia; Federal Budget; Jobs,Eric Stirgus,"January 14, 2014",https://www.politifact.com/factchecks/2014/jan/14/americans-united-change/group-claims-georgia-jobs-risk-if-benefits-not-ext/
Scott Walker,"January 6, 2014","""Jobs that involve the minimum wage are overwhelmingly jobs for young people starting out in the workforce.""",false,interview,Jobs; Labor; Wisconsin,Dave Umhoefer,"January 13, 2014",https://www.politifact.com/factchecks/2014/jan/13/scott-walker/scott-walker-says-minimum-wage-jobs-are-overwhelmi/
Gene Sperling,"January 5, 2014","""Our economy still has three people looking for every job (opening).""",true,"interview on CNN's ""State of the Union""",National; Economy; Jobs; Labor,Julie Kliegman,"January 7, 2014",https://www.politifact.com/factchecks/2014/jan/07/gene-sperling/there-are-3-unemployed-people-every-job-opening-ob/
Marie Corfield,"December 30, 2013","Says New Jersey has ""the highest unemployment rate in the region"" and ""stagnant job growth.""",half-true,column on BlueJersey.com,New Jersey; Jobs,Caryn Shinske,"January 5, 2014",https://www.politifact.com/factchecks/2014/jan/05/marie-corfield/marie-corfield-says-new-jersey-has-highest-unemplo/
Teresa Ghilarducci,"December 15, 2013","""A quarter of our workers make $18,000 per year.""",half-true,"interview on MSNBC's ""Up""",Economy; Jobs; Poverty; Workers; PunditFact,Louis Jacobson,"December 23, 2013",https://www.politifact.com/factchecks/2013/dec/23/teresa-ghilarducci/economist-teresa-ghilarducci-says-quarter-us-worke/
Jeff Merkley,"December 4, 2013","""60 percent of the jobs lost in the 2008 recession were living-wage jobs. Of the jobs we’ve gotten back, only 40 percent are living-wage.""",true,talk to the Human Services Coalition of Oregon,Oregon; Jobs,Dana Tims,"December 20, 2013",https://www.politifact.com/factchecks/2013/dec/20/jeff-merkley/have-far-fewer-living-wage-jobs-come-back-were-los/
Ken Hagan,"December 16, 2013","Studies suggest the 2017 College Football Playoff Championship game will bring about 1,700 to 1,800 full-time jobs.",mostly-false,interview with the 'Tampa Bay Times',Jobs; Sports; Florida,Joshua Gillin,"December 20, 2013",https://www.politifact.com/factchecks/2013/dec/20/ken-hagan/ken-hagan-says-studies-suggest-college-football-ch/
Revitalize Cobb,"November 22, 2013","The economic impact of new Atlanta Braves stadium includes 9,241 new jobs and $295 million in wages.",mostly-false,mailer,Georgia; Baseball; Jobs; Sports,Willoughby Mariano,"December 20, 2013",https://www.politifact.com/factchecks/2013/dec/20/revitalize-cobb/braves-stadium-jobs-and-wages-numbers-fall-short/
Republican Party of Florida,"December 17, 2013","""Florida has experienced positive job growth for 39 consecutive months.""",mostly-false,Facebook post,Economy; Jobs; Florida,Amy Sherman,"December 19, 2013",https://www.politifact.com/factchecks/2013/dec/19/republican-party-florida/nod-rick-scott-republican-party-says-florida-had-3/
National Federation of the Blind,"October 31, 2013",Goodwill Industries International pays workers with disabilities wages as low as pennies per  hour.,half-true,news release,Georgia; Disability; Income; Jobs; Workers,Janel Davis,"December 18, 2013",https://www.politifact.com/factchecks/2013/dec/18/national-federation-blind/goodwill-faces-criticism-over-pay-disabled-workers/
ECONorthwest,"December 9, 2013","""Oregon leads the nation in number of jobs per capita in manufacturing.""",false,paper for the Oregon Business Plan,Oregon; Jobs,Dana Tims,"December 13, 2013",https://www.politifact.com/factchecks/2013/dec/13/econorthwest-economics-finance-planning/does-oregon-lead-nation-number-jobs-capita-manufac/
David Madland,"December 6, 2013","""The CBO just said if we cut this (unemployment benefits) extension, we will kill jobs, because those people who are looking for work won't have any money to spend.""",half-true,"broadcast of CNN's ""Crossfire""",Economy; Jobs; PunditFact,Jon Greenberg,"December 10, 2013",https://www.politifact.com/factchecks/2013/dec/10/david-madland/david-madland-cbo-says-jobless-aid-will-boost-econ/
Ted Poe,"October 24, 2013","Obamacare medical device tax ""has led to the loss of thousands of jobs"" in U.S.",half-true,email to a constituent,Health Care; Jobs; Texas,Sue Owen,"December 6, 2013",https://www.politifact.com/factchecks/2013/dec/06/ted-poe/medical-device-makers-attribute-layoffs-partly-oba/
Al Sharpton,"December 4, 2013","The ""priorities"" of more than three-quarters of Americans are to increase the minimum wage, create a path to citizenship for illegal immigrants, and require background checks for gun buyers.",mostly-false,broadcast of MSNBC's Politics Nation,Immigration; Jobs; PunditFact; Guns,Jon Greenberg,"December 6, 2013",https://www.politifact.com/factchecks/2013/dec/06/al-sharpton/sharpton-peoples-priorities-raise-minimum-wage/
Facebook posts,"November 20, 2013","""Since 1988, Congress has raised its own salary 15 times 'to reflect rising costs.' But raised the minimum wage only three times.""",mostly-false,Facebook posting,Rhode Island; Congress; Economy; History; Income; Jobs; Labor; Poverty; States; Workers,C. Eugene Emery Jr.,"December 2, 2013",https://www.politifact.com/factchecks/2013/dec/02/facebook-posts/facebook-group-says-congress-has-raised-minimum-wa/
Mike Tate,"November 17, 2013","Says Gov. Scott Walker has dropped Wisconsin ""to 45th in the nation in job growth prospects while campaigning for president out of state.""",mostly-false,fund-raising email,Economy; Elections; Jobs; Wisconsin,Tom Kertscher,"December 1, 2013",https://www.politifact.com/factchecks/2013/dec/01/mike-tate/scott-walker-responsible-wisconsins-low-and-droppi/
Elisabeth Hasselbeck,"November 19, 2013","A Census Bureau worker says he was told to skew information to bring the unemployment rate down ""as we headed into an election season.""",false,"comments on Fox News Channel's ""Fox and Friends""",Census; Jobs; PunditFact,Jon Greenberg,"November 20, 2013",https://www.politifact.com/factchecks/2013/nov/20/elisabeth-hasselbeck/elisabeth-hasselbeck-suggests-census-worker-admits/
Chris Christie,"November 10, 2013","Says New Jersey has gained ""143,000 new private-sector jobs.""",true,interviews on four Sunday morning news shows,New Jersey; Jobs,Caryn Shinske,"November 17, 2013",https://www.politifact.com/factchecks/2013/nov/17/chris-christie/chris-christie-claims-states-gained-143000-new-pri/
Allan Fung,"November 4, 2013","""We have created new jobs here in Cranston -- more than 1,000.""",mostly-true,campaign speech,Rhode Island; City Government; Corporations; Economy; Jobs; Government Regulation; Regulation; Small Business; Workers,C. Eugene Emery Jr.,"November 10, 2013",https://www.politifact.com/factchecks/2013/nov/10/allan-fung/gubernatorial-candidate-mayor-allan-fung-says-his-/
Americans for Prosperity,"October 29, 2013","Says ""new mandates are already reducing full-time employment.""",mostly-false,television ad,National; Economy; Health Care; Jobs,Steve Contorno,"November 6, 2013",https://www.politifact.com/factchecks/2013/nov/06/americans-prosperity/conservative-group-says-mary-landrieu-backs-obamac/
Bill Maher,"October 25, 2013","The average fast food worker is 29, and most fast food workers ""are on some form of public assistance.""",mostly-true,"comments on HBO's ""Real Time with Bill Maher""",Jobs; Workers; PunditFact,Katie Sanders,"November 4, 2013",https://www.politifact.com/factchecks/2013/nov/04/bill-maher/bill-maher-average-fast-food-worker-29-most-are-pu/
Amardeep Kaleka,"October 20, 2013","Wisconsin sold fresh water to California, helping that state's dairy industry, and ""lost a bunch of jobs (and) a bunch of farmland.""",pants-fire,interview,Agriculture; Jobs; States; Water; Wisconsin,Tom Kertscher,"October 28, 2013",https://www.politifact.com/factchecks/2013/oct/28/amardeep-kaleka/wisconsin-sold-fresh-water-california-potential-de/
Paul LePage,"October 14, 2013","""About 47 percent of able-bodied people in the state of Maine don’t work.""",pants-fire,speech,National; Disability; Jobs; States; Workers,Louis Jacobson,"October 23, 2013",https://www.politifact.com/factchecks/2013/oct/23/paul-lepage/maine-gov-paul-lepage-says-47-percent-able-bodied-/
Maria Bartiromo,"October 20, 2013","""As a result of Obamacare, we are becoming something of a part-time employment country.""",false,"appearance on NBC's ""Meet the Press""",National; Health Care; Jobs; Pundits,Jon Greenberg,"October 22, 2013",https://www.politifact.com/factchecks/2013/oct/22/maria-bartiromo/bartiromo-says-obamacare-turning-us-part-time-empl/
